rank,year,month,name,federation,rating
33,2019,DEC,"Xiong, Jeffery",United States of America,2712
34,2019,DEC,"Navara, David",Czech Republic,2707
35,2019,DEC,"Bu, Xiangzhi",China,2705
36,2019,DEC,"Tomashevsky, Evgeny",Russia,2705
37,2019,DEC,"Alekseenko, Kirill",Russia,2704
38,2019,DEC,"Vallejo Pons, Francisco",Spain,2704
39,2019,DEC,"Adams, Michael",England,2701
40,2019,DEC,"Matlakov, Maxim",Russia,2699
41,2019,DEC,"Jakovenko, Dmitry",Russia,2698
42,2019,DEC,"Sadler, Matthew D",England,2692
43,2019,DEC,"Almasi, Zoltan",Hungary,2691
44,2019,DEC,"Dubov, Daniil",Russia,2690
45,2019,DEC,"Ivanchuk, Vassily",Ukraine,2690
46,2019,DEC,"Li, Chao b",China,2690
47,2019,DEC,"Maghsoodloo, Parham",Iran,2690
48,2019,DEC,"Sargissian, Gabriel",Armenia,2689
49,2019,DEC,"Cheparinov, Ivan",Georgia,2687
50,2019,DEC,"Anton Guijarro, David",Spain,2685
51,2019,DEC,"Rausis, Igors",Czech Republic,2685
52,2019,DEC,"Gelfand, Boris",Israel,2684
53,2019,DEC,"Shirov, Alexei",Spain,2684
54,2019,DEC,"Amin, Bassem",Egypt,2683
55,2019,DEC,"Grandelius, Nils",Sweden,2683
56,2019,DEC,"Jones, Gawain C B",England,2683
57,2019,DEC,"Shankland, Sam",United States of America,2683
58,2019,DEC,"Dreev, Aleksey",Russia,2677
59,2019,DEC,"Fedoseev, Vladimir",Russia,2677
60,2019,DEC,"Kamsky, Gata",United States of America,2677
61,2019,DEC,"McShane, Luke J",England,2677
62,2019,DEC,"Howell, David W L",England,2676
63,2019,DEC,"Predke, Alexandr",Russia,2676
64,2019,DEC,"Areshchenko, Alexander",Ukraine,2675
65,2019,DEC,"Kryvoruchko, Yuriy",Ukraine,2675
66,2019,DEC,"Polgar, Judit",Hungary,2675
67,2019,DEC,"Salem, A.R. Saleh",United Arab Emirates,2675
68,2019,DEC,"Gyimesi, Zoltan",Hungary,2674
69,2019,DEC,"Wang, Yue",China,2674
70,2019,DEC,"Robson, Ray",United States of America,2673
71,2019,DEC,"Leko, Peter",Hungary,2670
72,2019,DEC,"Ragger, Markus",Austria,2670
73,2019,DEC,"Bacrot, Etienne",France,2669
74,2019,DEC,"Ni, Hua",China,2669
75,2019,DEC,"Korobov, Anton",Ukraine,2668
76,2019,DEC,"Malakhov, Vladimir",Russia,2668
77,2019,DEC,"Melkumyan, Hrant",Armenia,2668
78,2019,DEC,"Nisipeanu, Liviu-Dieter",Germany,2668
79,2019,DEC,"Kuzubov, Yuriy",Ukraine,2667
80,2019,DEC,"Guseinov, Gadir",Azerbaijan,2666
81,2019,DEC,"Sjugirov, Sanan",Russia,2665
82,2019,DEC,"Hou, Yifan",China,2664
83,2019,DEC,"Kasimdzhanov, Rustam",Uzbekistan,2664
84,2019,DEC,"Abasov, Nijat",Azerbaijan,2663
85,2019,DEC,"Eljanov, Pavel",Ukraine,2663
86,2019,DEC,"Inarkiev, Ernesto",Russia,2663
87,2019,DEC,"Sarana, Alexey",Russia,2663
88,2019,DEC,"Kovalev, Vladislav",Belarus,2662
89,2019,DEC,"Najer, Evgeniy",Russia,2661
90,2019,DEC,"Nyzhnyk, Illya",Ukraine,2660
91,2019,DEC,"Sevian, Samuel",United States of America,2660
92,2019,DEC,"Tkachiev, Vladislav",France,2660
93,2019,DEC,"Mamedov, Rauf",Azerbaijan,2659
94,2019,DEC,"Morozevich, Alexander",Russia,2659
95,2019,DEC,"Swiercz, Dariusz",United States of America,2659
96,2019,DEC,"Lautier, Joel",France,2658
97,2019,DEC,"Van Kampen, Robin",Netherlands,2658
98,2019,DEC,"Berkes, Ferenc",Hungary,2656
99,2019,DEC,"Sasikiran, Krishnan",India,2656
100,2019,DEC,"Lagarde, Maxime",France,2655
