Rank,Name,Country,Rating,Year,Month
41,"Akopian, Vladimir",ARM,2620,1996,1
42,"Hodgson, Julian M.",ENG,2615,1996,1
43,"Beliavsky, Alexander G.",SLO,2615,1996,1
44,"Smirin, Ilia",ISR,2615,1996,1
45,"Georgiev, Kiril",BUL,2615,1996,1
46,"Gulko, Boris F.",USA,2615,1996,1
47,"Vaganian, Rafael A.",ARM,2615,1996,1
48,"Dautov, Rustem",GER,2615,1996,1
49,"Hansen, Curt",DEN,2615,1996,1
50,"Rublevsky, Sergei",RUS,2610,1996,1
51,"Psakhis, Lev",ISR,2610,1996,1
52,"Krasenkow, Michal",POL,2610,1996,1
53,"Kotronias, Vasilios",GRE,2610,1996,1
54,"Adianto, Utut",INA,2610,1996,1
55,"Vyzmanavin, Alexey",RUS,2610,1996,1
56,"Dolmatov, Sergey",RUS,2610,1996,1
57,"Gavrikov, Viktor",SUI,2605,1996,1
58,"Nunn, John D. M.",ENG,2605,1996,1
59,"Kaidanov, Gregory S.",USA,2605,1996,1
60,"Rozentalis, Eduardas",LTU,2605,1996,1
61,"Goldin, Alexander",RUS,2600,1996,1
62,"Sadler, Matthew",ENG,2600,1996,1
63,"Granda Zuniga, Julio E.",PER,2600,1996,1
64,"Tkachiev, Vladislav",KAZ,2600,1996,1
65,"Ljubojevic, Ljubomir",YUG,2600,1996,1
66,"Nenashev, Alexander",UZB,2595,1996,1
67,"De Firmian, Nick E.",USA,2595,1996,1
68,"Tukmakov, Vladimir B.",UKR,2595,1996,1
69,"Chernin, Alexander",HUN,2595,1996,1
70,"Lerner, Konstantin Z.",UKR,2595,1996,1
71,"Portisch, Lajos",HUN,2595,1996,1
72,"Giorgadze, Giorgi",GEO,2590,1996,1
73,"Bologan, Viorel",MDA,2590,1996,1
74,"Novikov, Igor A.",UKR,2590,1996,1
75,"Smagin, Sergey",RUS,2590,1996,1
76,"Korneev, Oleg",RUS,2590,1996,1
77,"Lobron, Eric",GER,2590,1996,1
78,"Romanishin, Oleg M.",UKR,2590,1996,1
79,"Gurevich, Mikhail",BEL,2590,1996,1
80,"Ribli, Zoltan",HUN,2590,1996,1
81,"Malaniuk, Vladimir P.",UKR,2585,1996,1
82,"Dvoirys, Semen I.",RUS,2585,1996,1
83,"Milov, Vadim",ISR,2585,1996,1
84,"Petursson, Margeir",ISL,2585,1996,1
85,"Savchenko, Stanislav",UKR,2585,1996,1
86,"Zvjaginsev, Vadim",RUS,2585,1996,1
86,"Ftacnik, Lubomir",SVK,2585,1996,1
88,"Alterman, Boris",ISR,2585,1996,1
89,"Vladimirov, Evgeny",KAZ,2585,1996,1
89,"Agdestein, Simen",NOR,2585,1996,1
89,"Polugaevsky, Lev",RUS,2585,1996,1
89,"Hellers, Ferdinand",SWE,2585,1996,1
93,"Zontakh, Andrey",UKR,2580,1996,1
94,"Movsesian, Sergei",ARM,2580,1996,1
95,"Eingorn, Vereslav S.",UKR,2580,1996,1
96,"Hickl, Joerg",GER,2580,1996,1
97,"Onischuk, Alexander",UKR,2580,1996,1
98,"Razuvaev, Yuri S.",RUS,2580,1996,1
99,"Kozul, Zdenko",CRO,2580,1996,1
100,"Sokolov, Andrei",RUS,2580,1996,1
1,"Kasparov, Garry",RUS,2785,1996,7
2,"Karpov, Anatoly",RUS,2775,1996,7
3,"Kramnik, Vladimir",RUS,2765,1996,7
4,"Topalov, Veselin",BUL,2750,1996,7
5,"Anand, Viswanathan",IND,2750,1996,7
6,"Kamsky, Gata",USA,2745,1996,7
7,"Ivanchuk, Vassily",UKR,2730,1996,7
8,"Short, Nigel D.",ENG,2695,1996,7
9,"Adams, Michael",ENG,2685,1996,7
10,"Shirov, Alexei",ESP,2685,1996,7
11,"Salov, Valery",RUS,2675,1996,7
12,"Glek, Igor V.",RUS,2670,1996,7
13,"Sokolov, Ivan",BIH,2670,1996,7
14,"Azmaiparashvili, Zurab",GEO,2670,1996,7
15,"Nikolic, Predrag",BIH,2670,1996,7
16,"Gelfand, Boris",BLR,2665,1996,7
17,"Jussupow, Artur",GER,2665,1996,7
18,"Polgar, Judit                          w",HUN,2665,1996,7
19,"Ehlvest, Jaan",EST,2660,1996,7
20,"Almasi, Zoltan",HUN,2655,1996,7
21,"Bareev, Evgeny",RUS,2655,1996,7
22,"Svidler, Peter",RUS,2650,1996,7
23,"Dreev, Alexey",RUS,2645,1996,7
24,"Rublevsky, Sergei",RUS,2645,1996,7
25,"Khalifman, Alexander",RUS,2640,1996,7
26,"Illescas Cordoba, Miguel",ESP,2640,1996,7
27,"Andersson, Ulf",SWE,2640,1996,7
28,"Movsesian, Sergei",ARM,2635,1996,7
29,"Kortschnoj, Viktor",SUI,2635,1996,7
30,"Miles, Anthony J.",ENG,2630,1996,7
31,"Leko, Peter",HUN,2630,1996,7
32,"Akopian, Vladimir",ARM,2630,1996,7
33,"Seirawan, Yasser",USA,2630,1996,7
34,"Hracek, Zbynek",CZE,2625,1996,7
35,"Smirin, Ilia",ISR,2625,1996,7
36,"Speelman, Jonathan S.",ENG,2625,1996,7
37,"Epishin, Vladimir",RUS,2620,1996,7
38,"Chernin, Alexander",HUN,2620,1996,7
39,"Beliavsky, Alexander G.",SLO,2620,1996,7
40,"Lautier, Joel",FRA,2620,1996,7
41,"Tkachiev, Vladislav",KAZ,2620,1996,7
42,"Georgiev, Kiril",BUL,2620,1996,7
43,"Oll, Lembit",EST,2620,1996,7
44,"Kotronias, Vasilios",GRE,2615,1996,7
45,"Tiviakov, Sergei",RUS,2615,1996,7
46,"Gulko, Boris F.",USA,2615,1996,7
47,"Rozentalis, Eduardas",LTU,2615,1996,7
48,"Sadler, Matthew",ENG,2615,1996,7
49,"Dautov, Rustem",GER,2615,1996,7
50,"Malaniuk, Vladimir P.",UKR,2610,1996,7
51,"Yermolinsky, Alex",USA,2610,1996,7
52,"Ftacnik, Lubomir",SVK,2610,1996,7
53,"Granda Zuniga, Julio E.",PER,2610,1996,7
54,"Morozevich, Alexander",RUS,2610,1996,7
55,"Kozul, Zdenko",CRO,2605,1996,7
56,"Van Wely, Loek",NED,2605,1996,7
57,"Gurevich, Mikhail",BEL,2605,1996,7
58,"Milos, Gilberto",BRA,2605,1996,7
59,"Kharlov, Andrei",RUS,2605,1996,7
60,"Onischuk, Alexander",UKR,2605,1996,7
61,"Krasenkow, Michal",POL,2605,1996,7
62,"Adianto, Utut",INA,2605,1996,7
63,"Nunn, John D. M.",ENG,2605,1996,7
64,"Gavrikov, Viktor",SUI,2605,1996,7
65,"Sakaev, Konstantin",RUS,2600,1996,7
66,"Bologan, Viorel",MDA,2600,1996,7
67,"Hickl, Joerg",GER,2600,1996,7
68,"Portisch, Lajos",HUN,2600,1996,7
69,"Agdestein, Simen",NOR,2600,1996,7
70,"Yudasin, Leonid",ISR,2595,1996,7
71,"Komarov, Dimitri",UKR,2595,1996,7
72,"Lputian, Smbat G.",ARM,2595,1996,7
73,"Vaganian, Rafael A.",ARM,2595,1996,7
73,"Huebner, Robert",GER,2595,1996,7
75,"Alterman, Boris",ISR,2595,1996,7
76,"Hansen, Curt",DEN,2595,1996,7
77,"Ljubojevic, Ljubomir",YUG,2595,1996,7
78,"Zvjaginsev, Vadim",RUS,2590,1996,7
79,"Dorfman, Josif D.",FRA,2590,1996,7
80,"Morovic Fernandez, Ivan",CHI,2590,1996,7
80,"Timman, Jan H.",NED,2590,1996,7
82,"Psakhis, Lev",ISR,2590,1996,7
83,"Nikolaidis, Ioannis",GRE,2585,1996,7
84,"Conquest, Stuart",ENG,2585,1996,7
85,"Lobron, Eric",GER,2585,1996,7
86,"Sokolov, Andrei",RUS,2585,1996,7
87,"Eingorn, Vereslav S.",UKR,2585,1996,7
88,"Ribli, Zoltan",HUN,2585,1996,7
88,"Novikov, Igor A.",UKR,2585,1996,7
90,"Vyzmanavin, Alexey",RUS,2585,1996,7
91,"Vladimirov, Evgeny",KAZ,2585,1996,7
91,"Hellers, Ferdinand",SWE,2585,1996,7
93,"Piket, Jeroen",NED,2580,1996,7
94,"Tukmakov, Vladimir B.",UKR,2580,1996,7
95,"Savchenko, Stanislav",UKR,2580,1996,7
96,"Kaidanov, Gregory S.",USA,2580,1996,7
96,"Nenashev, Alexander",UZB,2580,1996,7
98,"Giorgadze, Giorgi",GEO,2580,1996,7
99,"Lerner, Konstantin Z.",UKR,2580,1996,7
100,"Wolff, Patrick G.",USA,2580,1996,7
1,"Kasparov, Garry",RUS,2795,1997,1
2,"Anand, Viswanathan",IND,2765,1997,1
3,"Karpov, Anatoly",RUS,2760,1997,1
4,"Kramnik, Vladimir",RUS,2740,1997,1
5,"Ivanchuk, Vassily",UKR,2740,1997,1
6,"Topalov, Veselin",BUL,2725,1997,1
7,"Kamsky, Gata",USA,2720,1997,1
8,"Gelfand, Boris",BLR,2700,1997,1
9,"Shirov, Alexei",ESP,2690,1997,1
10,"Short, Nigel D.",ENG,2690,1997,1
11,"Beliavsky, Alexander G.",SLO,2665,1997,1
12,"Adams, Michael",ENG,2665,1997,1
12,"Bareev, Evgeny",RUS,2665,1997,1
14,"Jussupow, Artur",GER,2665,1997,1
15,"Salov, Valery",RUS,2665,1997,1
16,"Akopian, Vladimir",ARM,2660,1997,1
17,"Andersson, Ulf",SWE,2655,1997,1
18,"Nikolic, Predrag",BIH,2655,1997,1
19,"Rozentalis, Eduardas",LTU,2650,1997,1
20,"Khalifman, Alexander",RUS,2650,1997,1
21,"Sadler, Matthew",ENG,2650,1997,1
22,"Dreev, Alexey",RUS,2650,1997,1
23,"Azmaiparashvili, Zurab",GEO,2650,1997,1
24,"Polgar, Judit                          w",HUN,2645,1997,1
25,"Van Wely, Loek",NED,2645,1997,1
26,"Rublevsky, Sergei",RUS,2645,1997,1
27,"Georgiev, Kiril",BUL,2645,1997,1
28,"Piket, Jeroen",NED,2640,1997,1
29,"Svidler, Peter",RUS,2640,1997,1
30,"Kortschnoj, Viktor",SUI,2635,1997,1
31,"Ehlvest, Jaan",EST,2635,1997,1
32,"Illescas Cordoba, Miguel",ESP,2635,1997,1
33,"Chernin, Alexander",HUN,2635,1997,1
34,"Yermolinsky, Alex",USA,2630,1997,1
35,"Lautier, Joel",FRA,2630,1997,1
36,"Portisch, Lajos",HUN,2630,1997,1
36,"Timman, Jan H.",NED,2630,1997,1
38,"Tkachiev, Vladislav",KAZ,2630,1997,1
39,"Movsesian, Sergei",CZE,2630,1997,1
40,"Hracek, Zbynek",CZE,2630,1997,1
41,"Seirawan, Yasser",USA,2630,1997,1
42,"Oll, Lembit",EST,2625,1997,1
43,"Glek, Igor V.",RUS,2620,1997,1
44,"Granda Zuniga, Julio E.",PER,2620,1997,1
45,"Aleksandrov, Aleksej",BLR,2615,1997,1
46,"Krasenkow, Michal",POL,2615,1997,1
47,"Sokolov, Ivan",BIH,2615,1997,1
48,"Komarov, Dimitri",UKR,2615,1997,1
49,"Lputian, Smbat G.",ARM,2615,1997,1
49,"Adianto, Utut",INA,2615,1997,1
51,"Psakhis, Lev",ISR,2610,1997,1
52,"Malaniuk, Vladimir P.",UKR,2610,1997,1
53,"Zvjaginsev, Vadim",RUS,2610,1997,1
54,"Speelman, Jonathan S.",ENG,2610,1997,1
55,"Milov, Vadim",SUI,2610,1997,1
56,"Wahls, Matthias",GER,2605,1997,1
57,"Hansen, Curt",DEN,2605,1997,1
58,"Milos, Gilberto",BRA,2605,1997,1
58,"Nunn, John D. M.",ENG,2605,1997,1
60,"Ivanov, Alexander",USA,2600,1997,1
61,"Leko, Peter",HUN,2600,1997,1
62,"Epishin, Vladimir",RUS,2600,1997,1
63,"Yudasin, Leonid",ISR,2600,1997,1
64,"Rogers, Ian",AUS,2600,1997,1
65,"Huebner, Robert",GER,2600,1997,1
66,"Tiviakov, Sergei",RUS,2600,1997,1
67,"Palac, Mladen",CRO,2595,1997,1
68,"Gulko, Boris F.",USA,2595,1997,1
69,"Almasi, Zoltan",HUN,2595,1997,1
70,"Giorgadze, Giorgi",GEO,2595,1997,1
70,"Ftacnik, Lubomir",SVK,2595,1997,1
72,"Eingorn, Vereslav S.",UKR,2595,1997,1
73,"Alterman, Boris",ISR,2595,1997,1
74,"Morozevich, Alexander",RUS,2595,1997,1
75,"Korneev, Oleg",RUS,2590,1997,1
76,"Goldin, Alexander",RUS,2590,1997,1
77,"Kozul, Zdenko",CRO,2590,1997,1
77,"Kaidanov, Gregory S.",USA,2590,1997,1
79,"Dvoirys, Semen I.",RUS,2590,1997,1
80,"Kotronias, Vasilios",GRE,2590,1997,1
81,"Dautov, Rustem",GER,2590,1997,1
82,"Gavrikov, Viktor",SUI,2590,1997,1
83,"Lalic, Bogdan",CRO,2585,1997,1
84,"Kengis, Edvins",LAT,2585,1997,1
85,"Spasov, Vasil",BUL,2585,1997,1
86,"Hjartarson, Johann",ISL,2585,1997,1
87,"Nenashev, Alexander",UZB,2585,1997,1
88,"Tukmakov, Vladimir B.",UKR,2585,1997,1
89,"Gurevich, Mikhail",BEL,2585,1997,1
89,"Huzman, Alexander",ISR,2585,1997,1
91,"Dorfman, Josif D.",FRA,2585,1997,1
91,"Ribli, Zoltan",HUN,2585,1997,1
93,"Vyzmanavin, Alexey",RUS,2585,1997,1
94,"Vladimirov, Evgeny",KAZ,2585,1997,1
94,"Hellers, Ferdinand",SWE,2585,1997,1
96,"Spraggett, Kevin",CAN,2580,1997,1
97,"Sherbakov, Ruslan",RUS,2580,1997,1
97,"Novikov, Igor A.",UKR,2580,1997,1
99,"Stohl, Igor",SVK,2580,1997,1
100,"Sokolov, Andrei",RUS,2580,1997,1
1,"Kasparov, Garry",RUS,2820,1997,7
2,"Kramnik, Vladimir",RUS,2770,1997,7
3,"Anand, Viswanathan",IND,2765,1997,7
4,"Topalov, Veselin",BUL,2745,1997,7
5,"Karpov, Anatoly",RUS,2745,1997,7
6,"Ivanchuk, Vassily",UKR,2725,1997,7
7,"Kamsky, Gata",USA,2720,1997,7
8,"Beliavsky, Alexander G.",SLO,2710,1997,7
9,"Shirov, Alexei",ESP,2700,1997,7
10,"Gelfand, Boris",BLR,2695,1997,7
11,"Adams, Michael",ENG,2680,1997,7
12,"Salov, Valery",RUS,2680,1997,7
13,"Georgiev, Kiril",BUL,2670,1997,7
14,"Polgar, Judit                          w",HUN,2670,1997,7
15,"Bareev, Evgeny",RUS,2670,1997,7
16,"Sadler, Matthew",ENG,2665,1997,7
17,"Akopian, Vladimir",ARM,2660,1997,7
18,"Aleksandrov, Aleksej",BLR,2660,1997,7
19,"Short, Nigel D.",ENG,2660,1997,7
20,"Svidler, Peter",RUS,2660,1997,7
21,"Lautier, Joel",FRA,2660,1997,7
22,"Van Wely, Loek",NED,2655,1997,7
23,"Khalifman, Alexander",RUS,2655,1997,7
24,"Yermolinsky, Alex",USA,2650,1997,7
25,"Rublevsky, Sergei",RUS,2650,1997,7
26,"Krasenkow, Michal",POL,2645,1997,7
27,"Rozentalis, Eduardas",LTU,2645,1997,7
28,"Oll, Lembit",EST,2645,1997,7
29,"Azmaiparashvili, Zurab",GEO,2645,1997,7
30,"Chernin, Alexander",HUN,2640,1997,7
31,"Jussupow, Artur",GER,2640,1997,7
32,"Vaganian, Rafael A.",ARM,2640,1997,7
33,"Andersson, Ulf",SWE,2640,1997,7
34,"Dreev, Alexey",RUS,2640,1997,7
35,"Sokolov, Ivan",BIH,2635,1997,7
36,"Leko, Peter",HUN,2635,1997,7
37,"Zvjaginsev, Vadim",RUS,2635,1997,7
38,"Milov, Vadim",SUI,2635,1997,7
39,"Piket, Jeroen",NED,2630,1997,7
40,"Speelman, Jonathan S.",ENG,2630,1997,7
41,"Nikolic, Predrag",BIH,2630,1997,7
42,"Seirawan, Yasser",USA,2630,1997,7
43,"Onischuk, Alexander",UKR,2625,1997,7
44,"Giorgadze, Giorgi",GEO,2625,1997,7
45,"Timman, Jan H.",NED,2625,1997,7
46,"Granda Zuniga, Julio E.",PER,2625,1997,7
47,"Gurevich, Mikhail",BEL,2620,1997,7
48,"Nunn, John D. M.",ENG,2620,1997,7
49,"Malaniuk, Vladimir P.",UKR,2615,1997,7
50,"Almasi, Zoltan",HUN,2615,1997,7
51,"Dvoirys, Semen I.",RUS,2615,1997,7
52,"Alterman, Boris",ISR,2615,1997,7
53,"Tkachiev, Vladislav",KAZ,2615,1997,7
54,"Kortschnoj, Viktor",SUI,2610,1997,7
55,"Yakovich, Yuri",RUS,2610,1997,7
56,"Ehlvest, Jaan",EST,2610,1997,7
57,"Yudasin, Leonid",ISR,2610,1997,7
58,"Huzman, Alexander",ISR,2610,1997,7
59,"Portisch, Lajos",HUN,2610,1997,7
60,"Adianto, Utut",INA,2610,1997,7
61,"Kozul, Zdenko",CRO,2605,1997,7
62,"Nijboer, Friso",NED,2605,1997,7
63,"Hjartarson, Johann",ISL,2605,1997,7
64,"Hracek, Zbynek",CZE,2605,1997,7
65,"Miles, Anthony J.",ENG,2600,1997,7
66,"Lalic, Bogdan",CRO,2600,1997,7
66,"Nisipeanu, Liviu-Dieter",ROM,2600,1997,7
68,"Fedorov, Alexei",BLR,2600,1997,7
69,"Smirin, Ilia",ISR,2600,1997,7
70,"Morovic Fernandez, Ivan",CHI,2600,1997,7
71,"Kaidanov, Gregory S.",USA,2600,1997,7
72,"Hansen, Curt",DEN,2600,1997,7
73,"Dorfman, Josif D.",FRA,2600,1997,7
74,"Komarov, Dimitri",UKR,2600,1997,7
75,"Spasov, Vasil",BUL,2600,1997,7
76,"Dautov, Rustem",GER,2595,1997,7
77,"Wahls, Matthias",GER,2595,1997,7
78,"Goldin, Alexander",RUS,2595,1997,7
79,"Vyzmanavin, Alexey",RUS,2595,1997,7
80,"Atalik, Suat",TUR,2590,1997,7
81,"Hodgson, Julian M.",ENG,2590,1997,7
82,"Sutovsky, Emil",ISR,2590,1997,7
83,"Eingorn, Vereslav S.",UKR,2590,1997,7
84,"Pinter, Jozsef",HUN,2590,1997,7
85,"Lutz, Christopher",GER,2590,1997,7
86,"Novikov, Igor A.",UKR,2590,1997,7
87,"Kengis, Edvins",LAT,2590,1997,7
88,"Sakaev, Konstantin",RUS,2590,1997,7
89,"Morozevich, Alexander",RUS,2590,1997,7
90,"Tiviakov, Sergei",RUS,2590,1997,7
91,"Milos, Gilberto",BRA,2590,1997,7
92,"Ibragimov, Ildar",RUS,2585,1997,7
93,"Bologan, Viorel",MDA,2585,1997,7
93,"Ftacnik, Lubomir",SVK,2585,1997,7
95,"Kotronias, Vasilios",GRE,2585,1997,7
95,"Shabalov, Alexander",USA,2585,1997,7
97,"Illescas Cordoba, Miguel",ESP,2585,1997,7
97,"Nenashev, Alexander",UZB,2585,1997,7
99,"Sokolov, Andrei",RUS,2585,1997,7
100,"Sturua, Zurab",GEO,2585,1997,7
1,"Kasparov, Garry",RUS,2825,1998,1
2,"Kramnik, Vladimir",RUS,2790,1998,1
3,"Anand, Viswanathan",IND,2770,1998,1
4,"Topalov, Veselin",BUL,2740,1998,1
4,"Ivanchuk, Vassily",UKR,2740,1998,1
6,"Karpov, Anatoly",RUS,2735,1998,1
7,"Kamsky, Gata",USA,2720,1998,1
8,"Shirov, Alexei",ESP,2710,1998,1
9,"Svidler, Peter",RUS,2690,1998,1
10,"Beliavsky, Alexander G.",SLO,2690,1998,1
11,"Salov, Valery",RUS,2680,1998,1
12,"Gelfand, Boris",BLR,2675,1998,1
13,"Bareev, Evgeny",RUS,2675,1998,1
14,"Polgar, Judit                          w",HUN,2675,1998,1
15,"Adams, Michael",ENG,2670,1998,1
16,"Leko, Peter",HUN,2670,1998,1
17,"Georgiev, Kiril",BUL,2670,1998,1
18,"Rublevsky, Sergei",RUS,2665,1998,1
19,"Khalifman, Alexander",RUS,2660,1998,1
20,"Krasenkow, Michal",POL,2660,1998,1
21,"Yermolinsky, Alex",USA,2660,1998,1
22,"Short, Nigel D.",ENG,2660,1998,1
23,"Akopian, Vladimir",ARM,2660,1998,1
24,"Zvjaginsev, Vadim",RUS,2655,1998,1
25,"Sadler, Matthew",ENG,2650,1998,1
26,"Azmaiparashvili, Zurab",GEO,2650,1998,1
27,"Oll, Lembit",EST,2645,1998,1
28,"Lautier, Joel",FRA,2645,1998,1
29,"Chernin, Alexander",HUN,2645,1998,1
30,"Tkachiev, Vladislav",FRA,2645,1998,1
31,"Tiviakov, Sergei",RUS,2640,1998,1
32,"Timman, Jan H.",NED,2635,1998,1
33,"Gurevich, Mikhail",BEL,2635,1998,1
34,"Milov, Vadim",SUI,2635,1998,1
35,"Andersson, Ulf",SWE,2635,1998,1
36,"Nikolic, Predrag",BIH,2635,1998,1
37,"Hjartarson, Johann",ISL,2630,1998,1
38,"Granda Zuniga, Julio E.",PER,2630,1998,1
39,"Almasi, Zoltan",HUN,2630,1998,1
40,"Dreev, Alexey",RUS,2630,1998,1
41,"Jussupow, Artur",GER,2630,1998,1
42,"Vaganian, Rafael A.",ARM,2630,1998,1
43,"Nenashev, Alexander",UZB,2625,1998,1
44,"Kortschnoj, Viktor",SUI,2625,1998,1
45,"Sokolov, Ivan",BIH,2625,1998,1
46,"Seirawan, Yasser",USA,2625,1998,1
47,"Sakaev, Konstantin",RUS,2620,1998,1
48,"Shipov, Sergei",RUS,2620,1998,1
49,"Kaidanov, Gregory S.",USA,2620,1998,1
50,"Van Wely, Loek",NED,2615,1998,1
51,"Shabalov, Alexander",USA,2615,1998,1
52,"Alterman, Boris",ISR,2615,1998,1
53,"Aleksandrov, Aleksej",BLR,2615,1998,1
54,"Spasov, Vasil",BUL,2615,1998,1
55,"Adianto, Utut",INA,2615,1998,1
56,"Rozentalis, Eduardas",LTU,2610,1998,1
57,"Nisipeanu, Liviu-Dieter",ROM,2610,1998,1
58,"Onischuk, Alexander",UKR,2610,1998,1
59,"Ehlvest, Jaan",EST,2610,1998,1
60,"Tukmakov, Vladimir B.",UKR,2610,1998,1
61,"Lputian, Smbat G.",ARM,2610,1998,1
62,"Hracek, Zbynek",CZE,2610,1998,1
63,"Nunn, John D. M.",ENG,2610,1998,1
64,"Huzman, Alexander",ISR,2610,1998,1
65,"Speelman, Jonathan S.",ENG,2605,1998,1
66,"Giorgadze, Giorgi",GEO,2605,1998,1
67,"Eingorn, Vereslav S.",UKR,2605,1998,1
68,"Hellers, Ferdinand",SWE,2605,1998,1
69,"Wahls, Matthias",GER,2605,1998,1
70,"Malaniuk, Vladimir P.",UKR,2600,1998,1
71,"Dautov, Rustem",GER,2600,1998,1
72,"Sutovsky, Emil",ISR,2600,1998,1
73,"Baburin, Alexander",IRL,2600,1998,1
74,"Portisch, Lajos",HUN,2600,1998,1
75,"Morovic Fernandez, Ivan",CHI,2600,1998,1
75,"Illescas Cordoba, Miguel",ESP,2600,1998,1
77,"Dorfman, Josif D.",FRA,2600,1998,1
78,"Miles, Anthony J.",ENG,2595,1998,1
79,"Atalik, Suat",TUR,2595,1998,1
80,"Movsesian, Sergei",CZE,2595,1998,1
81,"Filippov, Valerij",RUS,2595,1998,1
82,"Savchenko, Stanislav",UKR,2595,1998,1
83,"Sveshnikov, Evgeny",RUS,2595,1998,1
84,"Vaiser, Anatoly V.",FRA,2595,1998,1
85,"Fedorov, Alexei",BLR,2595,1998,1
86,"Hansen, Curt",DEN,2595,1998,1
87,"Sturua, Zurab",GEO,2595,1998,1
88,"Benjamin, Joel",USA,2595,1998,1
89,"Lutz, Christopher",GER,2595,1998,1
90,"Epishin, Vladimir",RUS,2590,1998,1
90,"Ibragimov, Ildar",RUS,2590,1998,1
92,"Goldin, Alexander",RUS,2590,1998,1
93,"Smirin, Ilia",ISR,2590,1998,1
93,"Morozevich, Alexander",RUS,2590,1998,1
95,"De Firmian, Nick E.",USA,2590,1998,1
96,"Pinter, Jozsef",HUN,2590,1998,1
97,"Annakov, Babakuli",TKM,2585,1998,1
98,"Kharitonov, Andrei Y.",RUS,2585,1998,1
99,"Dvoirys, Semen I.",RUS,2585,1998,1
100,"Kozul, Zdenko",CRO,2585,1998,1
1,"Kasparov, Garry",RUS,2815,1998,7
2,"Anand, Viswanathan",IND,2795,1998,7
3,"Kramnik, Vladimir",RUS,2780,1998,7
4,"Ivanchuk, Vassily",UKR,2730,1998,7
5,"Karpov, Anatoly",RUS,2725,1998,7
6,"Shirov, Alexei",ESP,2720,1998,7
7,"Kamsky, Gata",USA,2720,1998,7
8,"Adams, Michael",ENG,2715,1998,7
9,"Svidler, Peter",RUS,2710,1998,7
10,"Topalov, Veselin",BUL,2700,1998,7
11,"Bareev, Evgeny",RUS,2690,1998,7
12,"Rublevsky, Sergei",RUS,2685,1998,7
13,"Gelfand, Boris",BLR,2675,1998,7
14,"Short, Nigel D.",ENG,2670,1998,7
14,"Salov, Valery",RUS,2670,1998,7
16,"Leko, Peter",HUN,2665,1998,7
17,"Polgar, Judit                          w",HUN,2665,1998,7
18,"Georgiev, Kiril",BUL,2660,1998,7
19,"Sadler, Matthew",ENG,2660,1998,7
20,"Tiviakov, Sergei",RUS,2655,1998,7
21,"Krasenkow, Michal",POL,2655,1998,7
22,"Timman, Jan H.",NED,2655,1998,7
23,"Akopian, Vladimir",ARM,2655,1998,7
24,"Azmaiparashvili, Zurab",GEO,2655,1998,7
25,"Almasi, Zoltan",HUN,2650,1998,7
26,"Zvjaginsev, Vadim",RUS,2650,1998,7
27,"Oll, Lembit",EST,2650,1998,7
28,"Khalifman, Alexander",RUS,2645,1998,7
29,"Shabalov, Alexander",USA,2645,1998,7
30,"Beliavsky, Alexander G.",SLO,2645,1998,7
30,"Andersson, Ulf",SWE,2645,1998,7
32,"Tkachiev, Vladislav",FRA,2645,1998,7
33,"Dreev, Alexey",RUS,2645,1998,7
34,"Movsesian, Sergei",CZE,2640,1998,7
35,"Milov, Vadim",SUI,2640,1998,7
36,"Jussupow, Artur",GER,2640,1998,7
37,"Nikolic, Predrag",BIH,2640,1998,7
38,"Van Wely, Loek",NED,2635,1998,7
39,"Sakaev, Konstantin",RUS,2635,1998,7
40,"Shipov, Sergei",RUS,2635,1998,7
41,"Vaganian, Rafael A.",ARM,2630,1998,7
42,"Onischuk, Alexander",UKR,2630,1998,7
43,"Seirawan, Yasser",USA,2630,1998,7
44,"Hjartarson, Johann",ISL,2630,1998,7
45,"Nenashev, Alexander",UZB,2625,1998,7
46,"Yermolinsky, Alex",USA,2625,1998,7
47,"Dautov, Rustem",GER,2625,1998,7
48,"Kortschnoj, Viktor",SUI,2625,1998,7
49,"Morozevich, Alexander",RUS,2625,1998,7
50,"Lautier, Joel",FRA,2625,1998,7
51,"Kaidanov, Gregory S.",USA,2625,1998,7
52,"Ehlvest, Jaan",EST,2620,1998,7
53,"Sokolov, Ivan",BIH,2620,1998,7
54,"Minasian, Artashes",ARM,2620,1998,7
55,"Smirin, Ilia",ISR,2615,1998,7
56,"Hracek, Zbynek",CZE,2615,1998,7
57,"Lputian, Smbat G.",ARM,2615,1998,7
58,"Gurevich, Mikhail",BEL,2610,1998,7
59,"Giorgadze, Giorgi",GEO,2610,1998,7
60,"Ibragimov, Ildar",RUS,2610,1998,7
61,"Chernin, Alexander",HUN,2610,1998,7
62,"Adianto, Utut",INA,2610,1998,7
63,"Hansen, Curt",DEN,2610,1998,7
64,"Eingorn, Vereslav S.",UKR,2610,1998,7
65,"Christiansen, Larry M.",USA,2610,1998,7
66,"Volkov, Sergey",RUS,2605,1998,7
67,"Rogers, Ian",AUS,2605,1998,7
68,"Piket, Jeroen",NED,2605,1998,7
69,"Granda Zuniga, Julio E.",PER,2605,1998,7
70,"Illescas Cordoba, Miguel",ESP,2605,1998,7
71,"Wahls, Matthias",GER,2605,1998,7
72,"Tukmakov, Vladimir B.",UKR,2605,1998,7
73,"Pigusov, Evgeny",RUS,2605,1998,7
74,"De Firmian, Nick E.",USA,2605,1998,7
75,"Morovic Fernandez, Ivan",CHI,2605,1998,7
